Date de début;Date de fin;Organisme;code zas;Zas;code site;nom site;type d'implantation;Polluant;type d'influence;Réglementaire;type d'évaluation;type de valeur;valeur;valeur brute;unité de mesure;taux de saisie;couverture temporelle;couverture de données;code qualité;validité;Latitude;Longitude
2024/01/01 00:00:00;2024/12/31 23:59:59;ATMO SUD;FR93ZAG01;ZAG MARSEILLE-AIX;FR02001;Berre l'Etang;Périurbaine;C6H6;Industrielle;Oui;mesures fixes;Moy. annuelle;1.0;0.7057644305772229;µg-m3;90.0;97.0;88.0;R;1;43.486234;5.171939
2024/01/01 00:00:00;2024/12/31 23:59:59;ATMO SUD;FR93ZAG01;ZAG MARSEILLE-AIX;FR02028;Martigues Lavera;Périurbaine;C6H6;Industrielle;Oui;mesures fixes;Moy. annuelle;1.0;0.8191714784476968;µg-m3;85.0;100.0;85.0;R;1;43.386564;5.026868
2024/01/01 00:00:00;2024/12/31 23:59:59;ATMO SUD;FR93ZAG01;ZAG MARSEILLE-AIX;FR03006;MARSEILLE RABATAU;Urbaine;C6H6;Trafic;Oui;mesures indicatives;Moy. annuelle;2.0;1.5668200155786578;microg/m3;;;;R;1;43.276451;5.39736
2024/01/01 00:00:00;2024/12/31 23:59:59;ATMO SUD;FR93ZAG01;ZAG MARSEILLE-AIX;FR03037;VALLEE HUVEAUNE;Périurbaine;C6H6;Industrielle;Oui;mesures fixes;Moy. annuelle;2.0;1.5072537387220366;µg-m3;92.0;100.0;92.0;R;1;43.283341;5.511384
2024/01/01 00:00:00;2024/12/31 23:59:59;ATMO SUD;FR93ZAG01;ZAG MARSEILLE-AIX;FR03043;MARSEILLE 5 AVENUES;Urbaine;C6H6;Fond;Oui;mesures indicatives;Moy. annuelle;1.0;0.8866573822554957;microg/m3;;;;R;1;43.305287;5.394716
2024/01/01 00:00:00;2024/12/31 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04002;GENNEVILLIERS;Urbaine;C6H6;Fond;Oui;mesures fixes;Moy. annuelle;1.0;0.5263054079702254;microg/m3;100.0;92.0;92.0;A;1;48.930319;2.29435
2024/01/01 00:00:00;2024/12/31 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04012;Place Victor Basch;Urbaine;C6H6;Trafic;Oui;mesures fixes;Moy. annuelle;1.0;1.01;microg/m3;100.0;0.0;0.0;N;-1;48.827778;2.3275
2024/01/01 00:00:00;2024/12/31 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;C6H6;Fond;Oui;mesures fixes;Moy. annuelle;1.0;0.5680328916146462;microg/m3;98.0;96.0;94.0;A;1;48.86212;2.344616
2024/01/01 00:00:00;2024/12/31 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04118;Place de l'Opéra;Urbaine;C6H6;Trafic;Oui;mesures fixes;Moy. annuelle;1.0;0.9884992787002672;microg/m3;96.0;99.0;95.0;A;1;48.870274;2.3325
2024/01/01 00:00:00;2024/12/31 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04123;RN2-PANTIN;Urbaine;C6H6;Trafic;Oui;mesures fixes;Moy. annuelle;1.0;0.9208741932161157;microg/m3;100.0;98.0;98.0;A;1;48.90222;2.390833
2024/01/01 00:00:00;2024/12/31 23:59:59;ATMO NORMANDIE;FR28ZAR01;ZAR LE-HAVRE;FR05056;Quillebeuf Phare;Rurale près des villes;C6H6;Industrielle;Oui;mesures indicatives;Moy. annuelle;1.0;0.9160825463179979;microg/m3;;;;A;1;49.47372;0.526158
